Date,Product_ID,Product_Name,Store_ID,Category,Units_Sold,Selling_Price,Discount,Promotion,Holiday_Indicator,Temperature,Day_of_Week,Month,Year,Previous_Sales,Sales
2022-03-25,1044,Product_8,7,Clothing,509,323.82,18.5,Yes,Yes,-3.5,4,3,2022,367,134331.87
2022-04-19,1004,Product_3,10,Toys,151,201.68,8.9,Yes,No,8.6,1,4,2022,220,27743.3
2025-07-26,1020,Product_32,11,Home,595,7.18,23.7,Yes,No,14.0,5,7,2025,462,3259.61
2025-06-16,1040,Product_17,13,Home,218,226.06,1.0,No,No,21.4,0,6,2025,242,48788.27
2025-05-17,1006,Product_27,9,Electronics,202,8.0,1.4,No,No,1.7,5,5,2025,238,1593.38
2022-03-25,1032,Product_9,2,Toys,71,42.12,29.1,No,Yes,10.1,4,3,2022,43,2120.28
2022-04-27,1046,Product_13,9,Grocery,589,218.15,8.4,Yes,No,34.9,2,4,2022,452,117697.16
2023-02-25,1094,Product_27,5,Toys,111,45.55,26.3,No,Yes,16.4,5,2,2023,82,3726.31
2024-04-27,1008,Product_41,1,Clothing,131,141.45,30.0,Yes,No,28.5,5,4,2024,90,12970.96
2023-05-17,1057,Product_25,2,Toys,261,329.47,2.4,No,No,16.8,2,5,2023,468,83927.87
2024-01-02,1091,Product_32,9,Toys,174,157.76,30.8,No,No,15.9,1,1,2024,264,18995.57
2022-09-17,1080,Product_31,14,Home,28,498.84,10.7,Yes,No,23.0,5,9,2022,43,12473.0
2025-01-01,1092,Product_16,8,Toys,154,458.57,15.6,No,No,6.7,2,1,2025,226,59603.09
2023-04-16,1017,Product_17,7,Home,289,294.73,3.5,Yes,No,6.2,6,4,2023,299,82195.78
2022-04-10,1080,Product_26,2,Toys,5,483.64,33.5,No,No,39.5,6,4,2022,14,1608.1
2025-01-19,1097,Product_2,10,Electronics,482,434.67,22.4,No,Yes,34.1,6,1,2025,379,162580.49
2025-09-16,1032,Product_41,1,Electronics,328,162.85,20.2,No,No,28.2,1,9,2025,337,42625.01
2022-01-23,1049,Product_37,12,Clothing,55,376.05,38.7,No,No,1.2,6,1,2022,15,12678.53
2023-10-18,1053,Product_19,12,Toys,196,72.73,13.4,No,No,-3.6,2,10,2023,313,12344.9
2025-05-25,1049,Product_23,14,Home,256,343.85,35.6,Yes,Yes,2.9,6,5,2025,119,56688.49
2024-11-25,1028,Product_20,4,Clothing,332,248.09,28.8,No,No,37.2,0,11,2024,369,58644.51
2025-07-08,1097,Product_39,3,Clothing,217,13.33,37.1,No,No,31.7,1,7,2025,194,1819.45
2023-09-15,1095,Product_45,5,Home,147,140.74,36.3,Yes,No,18.5,4,9,2023,109,13178.75
2023-07-13,1038,Product_7,12,Toys,264,477.91,39.6,No,Yes,38.6,3,7,2023,258,76205.62
2024-11-29,1080,Product_25,4,Toys,145,161.34,5.3,No,No,1.6,4,11,2024,227,22154.4
2022-08-19,1039,Product_1,13,Electronics,203,94.82,31.8,No,No,20.2,4,8,2022,177,13127.45
2022-12-26,1079,Product_27,3,Clothing,735,97.83,32.2,Yes,Yes,3.2,0,12,2022,440,48751.62
2024-06-20,1058,Product_15,1,Grocery,435,242.21,25.8,No,No,8.8,3,6,2024,328,78178.12
2024-09-29,1047,Product_20,4,Home,247,422.11,11.2,No,No,37.3,6,9,2024,248,92583.92
2022-06-29,1012,Product_27,11,Clothing,219,380.21,38.6,Yes,Yes,34.1,2,6,2022,120,51125.32
2024-02-02,1065,Product_20,9,Toys,192,221.24,8.2,Yes,No,-0.4,4,2,2024,288,38994.88
2023-07-02,1032,Product_24,5,Clothing,66,108.32,20.0,No,No,6.2,6,7,2023,22,5719.3
2024-01-23,1021,Product_46,10,Home,415,27.8,20.9,No,No,21.8,1,1,2024,443,9125.77
2025-12-08,1019,Product_48,10,Electronics,68,234.0,6.5,No,No,-2.2,0,12,2025,10,14877.72
2022-04-25,1098,Product_1,8,Toys,482,408.31,28.9,Yes,Yes,19.8,0,4,2022,352,139928.65
2026-02-02,1010,Product_23,8,Electronics,143,366.19,3.6,No,No,21.3,0,2,2026,179,50480.02
2023-11-06,1079,Product_50,2,Grocery,495,207.26,27.7,No,No,8.1,0,11,2023,362,74175.25
2025-03-04,1086,Product_32,4,Toys,136,299.38,33.9,No,No,8.2,1,3,2025,187,26913.06
2023-09-29,1003,Product_13,8,Toys,27,220.94,14.0,No,No,5.3,4,9,2023,22,5130.23
2023-04-12,1058,Product_36,2,Clothing,538,291.61,28.4,Yes,No,37.1,2,4,2023,474,112330.5
2025-03-01,1057,Product_9,7,Clothing,379,261.17,6.3,Yes,No,12.5,5,3,2025,385,92747.47
2024-10-28,1035,Product_2,2,Electronics,69,342.08,33.8,No,No,21.3,0,10,2024,31,15625.53
2022-08-05,1066,Product_38,12,Toys,35,256.32,38.1,No,No,8.6,4,8,2022,26,5553.17
2024-11-24,1040,Product_31,2,Electronics,345,470.6,6.1,Yes,No,26.6,6,11,2024,269,152453.22
2025-02-03,1043,Product_45,2,Electronics,490,216.87,27.7,No,No,-0.4,0,2,2025,478,76830.53
2023-08-05,1043,Product_21,9,Clothing,232,12.88,20.2,No,No,-1.8,5,8,2023,293,2384.55
2025-10-20,1080,Product_51,4,Electronics,10,122.0,21.3,No,No,28.5,0,10,2025,15,960.14
2024-08-19,1063,Product_25,5,Electronics,409,252.8,28.3,No,No,27.7,0,8,2024,352,74134.36
2023-05-16,1037,Product_44,5,Home,203,272.58,19.5,No,No,6.9,1,5,2023,219,44543.66
2022-01-17,1092,Product_6,4,Home,430,278.43,24.0,No,Yes,11.0,0,1,2022,322,90990.92
2024-10-09,1080,Product_6,11,Grocery,187,358.7,9.2,No,No,38.1,2,10,2024,181,60905.83
2022-11-10,1093,Product_47,10,Home,26,140.95,15.1,No,No,-0.3,3,11,2022,13,3111.33
2025-02-08,1073,Product_50,4,Home,16,334.13,34.6,No,Yes,3.2,5,2,2025,18,3496.34
2024-02-27,1039,Product_56,10,Grocery,429,353.5,4.4,Yes,No,14.4,1,2,2024,319,144978.83
2023-12-02,1077,Product_20,10,Home,305,208.58,23.9,No,No,7.7,5,12,2023,321,48412.46
2022-09-03,1032,Product_2,8,Clothing,179,204.07,7.4,Yes,No,24.2,5,9,2022,167,33825.42
2024-12-03,1027,Product_58,9,Toys,66,93.57,33.9,No,No,26.1,1,12,2024,50,4082.08
2022-09-06,1045,Product_36,14,Electronics,675,209.92,23.2,Yes,Yes,18.7,1,9,2022,388,108822.53
2023-09-19,1096,Product_15,7,Grocery,87,394.47,16.1,No,Yes,22.5,1,9,2023,84,28793.55
2025-06-08,1056,Product_46,6,Grocery,88,454.94,10.0,Yes,No,14.5,6,6,2025,102,36031.25
2025-10-12,1038,Product_54,8,Grocery,364,298.84,17.5,No,No,29.2,6,10,2025,231,89741.65
2026-01-23,1046,Product_17,12,Toys,445,153.19,38.3,No,Yes,-3.1,4,1,2026,360,42060.61
2025-12-08,1029,Product_46,10,Home,589,342.73,20.4,Yes,No,9.1,0,12,2025,497,160686.9
2024-04-13,1065,Product_47,2,Clothing,242,371.37,18.8,No,No,25.8,5,4,2024,316,72975.69
2022-10-28,1035,Product_30,7,Clothing,435,169.45,29.9,No,No,9.8,4,10,2022,480,51671.24
2025-06-12,1055,Product_38,11,Toys,196,414.14,15.2,No,No,-1.5,3,6,2025,329,68833.38
2025-04-17,1036,Product_16,4,Clothing,415,41.48,17.1,Yes,No,10.5,3,4,2025,425,14270.57
2026-01-25,1032,Product_55,14,Grocery,133,10.32,13.5,No,No,27.0,6,1,2026,96,1187.26
2024-09-03,1097,Product_59,12,Electronics,87,65.87,6.0,No,No,0.5,1,9,2024,37,5386.85
2022-08-01,1034,Product_58,12,Grocery,484,82.22,28.6,No,No,27.6,0,8,2022,337,28413.26
2024-01-25,1007,Product_44,2,Home,636,440.07,34.9,No,Yes,29.9,3,1,2024,487,182204.82
2023-11-04,1037,Product_3,9,Clothing,608,215.37,36.2,Yes,Yes,23.6,5,11,2023,371,83542.88
2025-06-18,1053,Product_22,8,Clothing,252,141.09,35.2,Yes,No,6.0,2,6,2025,178,23039.43
2023-08-12,1009,Product_27,9,Clothing,201,217.39,18.1,No,No,31.2,5,8,2023,249,35786.52
2023-05-08,1030,Product_57,12,Toys,68,200.45,11.4,Yes,No,4.6,0,5,2023,64,12076.71
2022-05-01,1016,Product_33,5,Toys,182,154.22,25.5,Yes,No,35.8,6,5,2022,176,20910.69
2025-06-07,1050,Product_32,8,Electronics,419,73.26,38.2,No,No,26.8,5,6,2025,344,18970.09
2025-02-06,1072,Product_9,10,Electronics,140,329.68,29.1,Yes,No,-2.5,3,2,2025,91,32724.04
2022-03-03,1096,Product_47,11,Grocery,379,72.62,19.8,Yes,No,31.0,3,3,2022,245,22073.43
2023-10-13,1038,Product_20,11,Toys,142,388.84,27.6,No,Yes,17.8,4,10,2023,152,39975.86
2023-12-21,1086,Product_6,5,Clothing,219,104.84,30.9,No,No,15.4,3,12,2023,250,15865.33
2023-12-05,1021,Product_59,14,Toys,263,367.03,36.8,No,No,13.9,1,12,2023,384,61006.26
2025-10-10,1078,Product_12,1,Home,421,403.77,30.5,No,No,22.3,4,10,2025,443,118141.08
2022-08-15,1056,Product_1,7,Clothing,206,67.04,17.3,No,No,27.6,0,8,2022,210,11421.07
2023-04-05,1075,Product_5,9,Grocery,556,47.94,10.9,Yes,No,35.3,2,4,2023,415,23749.28
2022-09-29,1075,Product_27,1,Grocery,418,475.04,20.0,No,No,7.3,3,9,2022,354,158853.38
2023-01-02,1053,Product_7,7,Electronics,554,234.21,13.1,Yes,No,23.4,0,1,2023,461,112754.78
2025-09-22,1025,Product_50,9,Clothing,387,316.97,37.7,Yes,No,25.9,0,9,2025,372,76421.78
2025-11-12,1052,Product_31,9,Grocery,360,16.51,20.3,No,No,25.4,2,11,2025,279,4737.05
2022-03-08,1082,Product_20,2,Grocery,656,142.96,18.9,No,Yes,17.2,1,3,2022,340,76057.01
2024-08-06,1097,Product_1,4,Electronics,176,255.17,13.9,No,No,12.6,1,8,2024,165,38667.44
2022-12-16,1092,Product_29,4,Home,336,443.68,25.6,Yes,No,29.3,4,12,2022,340,110912.9
2022-10-16,1018,Product_9,9,Toys,329,139.36,20.8,Yes,No,8.5,6,10,2022,357,36312.76
2023-03-15,1059,Product_58,5,Clothing,208,388.72,5.2,No,No,4.4,2,3,2023,309,76649.36
2022-10-19,1010,Product_18,9,Clothing,81,332.8,34.8,No,No,19.6,2,10,2022,60,17575.83
2024-01-06,1066,Product_29,11,Toys,174,62.06,14.4,No,No,7.0,5,1,2024,264,9243.46
2026-02-02,1099,Product_2,12,Clothing,373,150.22,17.3,Yes,No,-3.5,0,2,2026,358,46338.51
2024-05-29,1005,Product_8,3,Home,120,122.74,8.2,Yes,No,-2.7,2,5,2024,106,13521.04
2024-12-20,1065,Product_13,13,Clothing,336,224.05,22.1,No,No,26.3,4,12,2024,395,58643.74
2024-01-10,1094,Product_4,3,Clothing,357,319.49,28.1,No,No,38.8,2,1,2024,422,82007.65
2022-01-21,1084,Product_43,1,Clothing,324,219.54,35.2,Yes,No,15.5,4,1,2022,273,46092.86
2022-05-07,1039,Product_56,1,Home,622,126.05,2.1,Yes,Yes,1.6,5,5,2022,482,76756.63
2023-02-08,1010,Product_59,3,Home,568,349.46,38.9,Yes,No,31.8,2,2,2023,430,121279.39
2023-01-01,1092,Product_16,13,Clothing,274,294.31,28.2,Yes,No,6.8,6,1,2023,238,57900.19
2025-06-14,1092,Product_47,3,Electronics,367,262.06,11.4,No,No,39.8,5,6,2025,443,85211.95
2025-06-19,1057,Product_30,10,Toys,372,279.44,8.2,Yes,No,20.3,3,6,2025,467,95427.64
2025-07-05,1097,Product_3,6,Toys,54,114.84,11.8,No,No,5.5,5,7,2025,62,5469.6
2024-08-14,1000,Product_6,1,Electronics,543,341.81,35.0,No,No,17.3,2,8,2024,499,120641.84
2024-04-14,1061,Product_33,7,Grocery,60,196.81,11.7,No,No,10.1,6,4,2024,12,10426.99
2024-08-31,1003,Product_25,1,Toys,180,184.92,18.5,No,No,30.1,5,8,2024,248,27127.76
2023-09-03,1093,Product_1,7,Grocery,820,79.12,28.2,Yes,No,-0.2,6,9,2023,469,46582.69
2024-10-02,1068,Product_55,8,Toys,339,300.43,34.9,Yes,No,33.6,2,10,2024,364,66301.6
2025-04-06,1091,Product_44,8,Home,165,303.32,26.3,No,No,29.5,6,4,2025,140,36885.23
2025-02-18,1056,Product_30,4,Toys,249,173.45,30.1,No,No,33.8,1,2,2025,325,30189.15
2024-07-09,1008,Product_59,11,Electronics,139,430.63,6.9,Yes,No,35.3,1,7,2024,115,55727.4
2022-03-29,1002,Product_58,9,Clothing,127,423.5,35.1,No,No,5.3,1,3,2022,126,34906.14
2024-12-23,1033,Product_58,4,Clothing,479,58.98,11.0,Yes,No,18.4,0,12,2024,456,25143.76
2023-07-04,1074,Product_16,7,Toys,45,349.04,5.1,Yes,No,33.2,1,7,2023,33,14905.75
2025-01-20,1015,Product_52,2,Grocery,660,199.95,39.0,No,No,12.0,0,1,2025,481,80499.87
2024-03-20,1085,Product_30,13,Grocery,313,499.86,8.1,No,Yes,-2.3,2,3,2024,232,143783.23
2025-08-14,1023,Product_43,11,Electronics,59,116.39,5.5,No,No,8.1,3,8,2025,41,6489.32
2023-05-23,1049,Product_51,5,Home,365,143.86,25.0,No,No,5.9,1,5,2023,395,39381.68
2025-10-29,1020,Product_10,10,Toys,22,223.84,12.8,Yes,No,34.2,2,10,2025,33,4294.15
2025-06-20,1046,Product_27,10,Electronics,149,138.01,5.3,Yes,No,15.9,4,6,2025,169,19473.63
2023-05-12,1045,Product_8,9,Grocery,120,347.54,24.0,No,No,25.8,4,5,2023,127,31695.65
2023-12-25,1000,Product_17,1,Grocery,582,243.05,30.4,No,No,38.3,0,12,2023,394,98452.75
2024-03-08,1056,Product_25,13,Toys,156,114.34,31.7,No,No,8.5,4,3,2024,204,12182.7
2025-02-26,1078,Product_51,14,Clothing,348,255.66,6.2,Yes,No,29.3,2,2,2025,330,83453.56
2024-10-30,1093,Product_51,14,Grocery,70,444.95,22.3,No,No,-4.0,2,10,2024,45,24200.83
2025-07-02,1033,Product_24,14,Grocery,454,397.24,32.5,No,No,-0.3,2,7,2025,350,121734.2
2023-07-09,1088,Product_20,14,Clothing,239,251.92,6.4,No,No,2.3,6,7,2023,358,56355.51
2024-01-28,1087,Product_32,11,Grocery,186,147.8,8.3,No,No,9.1,6,1,2024,150,25209.06
2023-10-09,1098,Product_54,1,Electronics,407,94.04,0.1,No,No,13.1,0,10,2023,441,38236.01
2025-09-26,1037,Product_58,7,Toys,185,439.8,21.0,No,No,16.5,4,9,2025,240,64276.77
2023-04-03,1085,Product_14,4,Clothing,252,356.53,7.8,No,No,6.0,0,4,2023,336,82837.61
2024-05-30,1056,Product_12,4,Grocery,136,288.22,29.0,Yes,No,-2.0,3,5,2024,99,27830.52
2022-06-30,1005,Product_42,12,Home,446,440.32,38.5,No,No,25.5,3,6,2022,467,120775.37
2025-06-29,1027,Product_18,12,Home,158,65.24,8.4,No,Yes,-3.9,6,6,2025,130,9442.05
2023-07-31,1067,Product_12,8,Electronics,354,342.83,26.0,No,No,31.4,0,7,2023,316,89807.75
2023-05-26,1016,Product_2,11,Electronics,107,112.27,8.5,No,No,36.8,4,5,2023,54,10991.79
2024-05-24,1043,Product_24,2,Electronics,56,64.69,0.7,No,No,27.0,4,5,2024,31,3597.28
2024-01-19,1077,Product_24,4,Home,101,235.48,30.3,Yes,No,21.8,4,1,2024,72,16577.09
2025-06-25,1014,Product_34,13,Home,452,196.76,17.4,No,No,24.6,2,6,2025,471,73460.74
2024-03-08,1049,Product_12,7,Home,90,470.88,37.9,No,No,24.3,4,3,2024,113,26317.48
2024-02-15,1021,Product_43,8,Home,410,165.37,21.4,No,No,36.9,3,2,2024,440,53292.14
2022-06-07,1053,Product_41,7,Clothing,219,408.38,6.3,No,No,38.4,1,6,2022,294,83800.8
2022-02-02,1024,Product_28,3,Clothing,32,375.67,18.0,No,No,14.2,2,2,2022,53,9857.58
2023-08-21,1096,Product_11,12,Home,217,335.62,8.1,Yes,No,22.8,0,8,2023,226,66930.35
2026-02-06,1007,Product_30,11,Grocery,297,460.6,35.1,No,No,31.1,4,2,2026,244,88782.03
2025-10-08,1096,Product_40,10,Toys,137,206.92,27.6,No,No,-5.0,2,10,2025,140,20523.98
2024-08-01,1079,Product_22,5,Toys,325,197.89,13.6,No,Yes,18.7,3,8,2024,306,55567.51
2024-08-04,1085,Product_16,10,Toys,428,84.67,21.1,No,Yes,24.4,6,8,2024,431,28592.38
2023-08-11,1085,Product_30,14,Toys,319,141.5,26.8,No,No,27.3,4,8,2023,443,33041.38
2022-09-24,1018,Product_21,10,Grocery,323,440.49,31.3,No,No,11.6,5,9,2022,267,97745.17
2022-01-13,1093,Product_24,7,Electronics,377,239.82,3.2,No,No,8.3,3,1,2022,447,87518.95
2023-05-24,1059,Product_21,4,Clothing,395,173.97,0.9,Yes,No,3.2,2,5,2023,462,68099.69
2023-04-20,1096,Product_18,8,Home,109,111.98,4.6,Yes,Yes,20.1,3,4,2023,53,11644.35
2022-10-15,1087,Product_43,6,Home,293,245.06,15.8,No,No,36.4,5,10,2022,321,60457.77
2023-01-24,1057,Product_28,9,Grocery,554,359.75,18.7,Yes,No,35.3,1,1,2023,388,162032.12
2022-02-07,1037,Product_28,1,Grocery,42,146.91,5.5,No,No,11.2,0,2,2022,17,5830.86
2024-06-30,1011,Product_39,3,Clothing,298,380.07,16.4,Yes,No,6.6,6,6,2024,305,94686.08
2025-10-23,1010,Product_22,12,Toys,295,316.74,17.7,No,No,30.5,3,10,2025,457,76899.72
2024-11-02,1038,Product_6,6,Electronics,141,394.84,4.4,Yes,No,27.6,5,11,2024,141,53222.85
2023-11-04,1081,Product_51,7,Grocery,787,129.2,36.7,Yes,No,17.7,5,11,2023,430,64363.69
2023-09-23,1050,Product_4,8,Grocery,521,317.36,24.0,No,No,12.5,5,9,2023,467,125661.87
2023-04-07,1048,Product_34,7,Toys,246,81.1,15.5,No,No,0.6,4,4,2023,321,16858.26
2022-08-02,1024,Product_16,11,Clothing,345,185.08,20.3,Yes,No,30.3,1,8,2022,318,50890.52
2024-06-16,1056,Product_13,4,Electronics,327,363.56,12.6,Yes,No,22.8,6,6,2024,272,103904.72
2024-04-29,1063,Product_3,11,Grocery,391,317.68,34.2,Yes,No,12.0,0,4,2024,210,81732.08
2022-01-11,1098,Product_54,3,Electronics,236,97.99,23.0,No,No,36.3,1,1,2022,231,17806.74
2023-09-16,1072,Product_26,6,Clothing,245,429.88,19.8,Yes,No,24.7,5,9,2023,265,84467.12
2023-02-22,1060,Product_21,9,Toys,190,31.41,36.4,No,No,36.8,2,2,2023,246,3795.58
2022-09-13,1091,Product_44,13,Clothing,374,299.63,33.5,No,No,16.3,1,9,2022,414,74520.98
2024-11-20,1042,Product_3,4,Toys,289,491.99,32.5,No,No,15.5,2,11,2024,386,95974.95
2024-02-28,1093,Product_34,9,Home,144,268.09,9.0,No,No,37.2,2,2,2024,180,35130.51
2024-08-08,1036,Product_30,1,Toys,203,401.33,6.1,Yes,No,38.2,3,8,2024,261,76500.32
2024-12-06,1012,Product_33,2,Grocery,88,299.61,27.6,No,No,38.2,4,12,2024,115,19088.75
2026-01-12,1041,Product_8,11,Toys,61,392.63,18.7,No,No,31.9,0,1,2026,96,19471.7
2025-04-19,1012,Product_57,11,Grocery,356,329.52,27.3,Yes,No,15.8,5,4,2025,190,85283.73
2024-07-19,1011,Product_15,6,Clothing,39,347.11,30.4,No,No,4.5,4,7,2024,38,9421.95
2025-08-11,1088,Product_41,9,Home,353,117.77,11.8,No,No,12.3,0,8,2025,428,36667.22
2023-12-18,1079,Product_45,6,Grocery,69,372.2,11.4,No,No,37.2,0,12,2023,71,22754.07
2026-01-17,1022,Product_21,4,Grocery,144,122.77,19.6,No,No,11.4,5,1,2026,170,14213.82
2025-02-16,1083,Product_8,7,Electronics,117,490.42,10.9,Yes,No,29.1,6,2,2025,133,51124.81
2024-09-03,1006,Product_18,5,Electronics,167,117.75,26.7,No,No,36.5,1,9,2024,111,14413.9
2025-09-16,1028,Product_48,12,Clothing,248,122.16,29.9,No,Yes,38.7,1,9,2025,190,21237.27
2024-02-12,1070,Product_54,6,Toys,228,430.04,18.9,No,No,37.6,0,2,2024,362,79517.84
2024-12-17,1030,Product_56,5,Grocery,650,125.28,29.0,Yes,No,20.0,1,12,2024,447,57816.72
2023-03-04,1073,Product_14,8,Clothing,87,183.65,20.4,Yes,No,17.1,5,3,2023,102,12718.13
2025-12-15,1087,Product_36,11,Toys,116,358.75,28.5,No,No,39.4,0,12,2025,127,29754.72
2024-07-24,1006,Product_9,4,Home,284,83.58,9.0,Yes,No,4.8,2,7,2024,240,21600.42
2025-03-19,1002,Product_42,14,Electronics,297,83.74,29.6,Yes,Yes,3.4,2,3,2025,166,17509.03
2023-11-23,1094,Product_25,7,Clothing,344,245.75,28.6,No,No,38.3,3,11,2023,401,60360.13
2025-07-24,1052,Product_43,10,Electronics,129,125.63,10.7,No,No,26.0,3,7,2025,119,14472.2
2022-04-22,1050,Product_41,14,Grocery,305,121.65,22.2,Yes,No,19.1,4,4,2022,207,28866.33
2022-06-21,1046,Product_59,7,Grocery,344,9.57,34.2,No,No,0.9,1,6,2022,277,2166.19
2024-01-31,1043,Product_29,3,Home,172,188.37,10.0,No,No,18.1,2,1,2024,196,29159.68
2025-01-03,1069,Product_21,11,Electronics,357,162.53,29.4,No,No,37.5,4,1,2025,312,40964.39
2025-04-28,1057,Product_32,1,Grocery,755,20.42,38.2,Yes,No,22.1,0,4,2025,401,9527.77
2023-10-23,1016,Product_10,7,Grocery,496,312.51,34.6,Yes,No,13.2,0,10,2023,270,101373.24
2024-09-01,1062,Product_7,14,Grocery,233,315.19,16.1,No,No,19.8,6,9,2024,233,61615.55
2024-04-09,1066,Product_31,6,Home,807,40.05,24.3,Yes,Yes,34.9,1,4,2024,476,24466.5
2025-12-13,1011,Product_49,10,Grocery,962,161.94,39.7,No,Yes,36.1,5,12,2025,491,93939.13
2024-09-08,1037,Product_32,8,Grocery,1030,437.04,22.7,Yes,Yes,13.0,6,9,2024,497,347966.88
2023-09-18,1079,Product_47,4,Clothing,20,293.17,4.6,No,No,22.4,0,9,2023,18,5593.68
2025-12-25,1061,Product_11,5,Home,313,208.93,1.8,No,No,7.6,3,12,2025,420,64217.98
2022-06-10,1013,Product_27,8,Electronics,407,235.23,31.6,No,No,15.3,4,6,2022,450,65485.21
2026-01-16,1004,Product_37,2,Toys,293,108.1,16.9,No,No,4.9,4,1,2026,404,26320.51
2022-08-20,1058,Product_21,6,Toys,233,406.88,9.9,No,No,18.9,5,8,2022,377,85417.54
2023-03-09,1046,Product_1,6,Home,127,457.43,13.9,No,No,21.0,3,3,2023,189,50018.6
2025-05-17,1096,Product_5,12,Clothing,327,455.78,30.3,No,No,10.2,5,5,2025,365,103880.92
2025-01-05,1052,Product_55,2,Home,268,115.85,18.6,No,No,7.2,6,1,2025,294,25272.91
2025-12-26,1093,Product_36,12,Clothing,386,158.82,34.7,No,No,1.8,4,12,2025,417,40031.85
2025-01-29,1021,Product_16,6,Grocery,245,84.51,29.4,No,No,1.3,2,1,2025,182,14617.69
2024-08-13,1044,Product_16,10,Grocery,553,157.06,39.0,No,No,27.0,1,8,2024,373,52981.05
2023-06-04,1013,Product_3,8,Electronics,530,169.74,35.5,Yes,No,5.0,6,6,2023,394,58025.62
2022-01-08,1057,Product_56,5,Toys,241,318.39,10.2,No,No,0.3,5,1,2022,418,68905.33
2022-07-05,1018,Product_7,14,Grocery,188,98.87,26.4,No,No,39.9,1,7,2022,94,13680.44
2023-03-23,1049,Product_45,4,Grocery,417,460.1,0.8,No,No,6.7,3,3,2023,433,190326.81
2022-03-03,1034,Product_15,1,Toys,112,56.03,39.6,No,No,35.3,3,3,2022,116,3790.32
2024-02-02,1018,Product_20,11,Clothing,384,8.4,10.4,No,No,22.4,4,2,2024,469,2890.14
2025-03-12,1009,Product_17,9,Home,15,428.2,26.6,No,No,27.2,2,3,2025,28,4714.48
2025-12-15,1051,Product_49,13,Grocery,192,353.37,34.0,Yes,No,20.2,0,12,2025,119,44779.05
2024-01-05,1094,Product_2,7,Grocery,349,180.9,6.4,No,No,3.1,4,1,2024,308,59093.52
2025-08-05,1019,Product_21,1,Home,428,299.77,33.9,Yes,Yes,33.1,1,8,2025,276,84807.33
2026-01-18,1040,Product_17,1,Clothing,255,115.65,0.5,No,No,32.3,6,1,2026,347,29343.3
2025-07-13,1022,Product_17,7,Electronics,357,88.35,17.7,Yes,Yes,10.7,6,7,2025,207,25958.2
2023-11-29,1080,Product_12,4,Toys,48,238.22,18.9,No,Yes,29.4,2,11,2023,11,9273.43
2023-05-03,1041,Product_54,13,Clothing,334,179.83,15.0,Yes,No,19.4,2,5,2023,312,51053.74
2026-01-06,1097,Product_23,2,Home,254,309.54,23.5,No,No,35.9,1,1,2026,260,60146.72
2022-12-29,1024,Product_25,13,Grocery,329,112.98,36.6,No,No,31.1,3,12,2022,259,23566.05
2023-09-10,1008,Product_23,4,Clothing,153,333.15,13.1,No,No,-3.2,6,9,2023,194,44294.62
2022-04-22,1058,Product_58,2,Home,472,384.6,23.2,Yes,No,34.6,4,4,2022,446,139415.96
2025-04-05,1065,Product_21,4,Toys,393,87.48,35.1,Yes,No,38.6,5,4,2025,398,22312.39
2024-09-01,1099,Product_21,3,Grocery,99,26.71,30.9,No,No,28.4,6,9,2024,98,1827.2
2022-05-08,1087,Product_20,6,Home,9,222.6,1.6,No,No,0.4,6,5,2022,29,1971.35
2022-11-29,1088,Product_20,5,Toys,101,388.14,37.7,No,No,31.3,1,11,2022,98,24422.93
2024-04-13,1063,Product_6,8,Home,41,327.14,1.9,No,No,24.1,5,4,2024,33,13157.9
2024-03-21,1035,Product_36,8,Electronics,347,352.43,23.6,No,No,10.2,3,3,2024,357,93432.01
2025-04-18,1042,Product_2,1,Electronics,422,204.41,23.0,No,Yes,34.8,4,4,2025,313,66420.99
2023-02-04,1013,Product_14,2,Grocery,303,121.3,31.5,No,No,20.5,5,2,2023,236,25176.42
2025-10-19,1043,Product_12,3,Electronics,267,268.23,5.9,No,No,33.4,6,10,2025,299,67391.98
2023-10-29,1036,Product_18,3,Home,332,106.16,7.2,No,No,25.2,6,10,2023,406,32707.47
2025-05-18,1003,Product_45,2,Toys,328,364.48,30.1,No,No,8.0,6,5,2025,417,83565.06
2022-12-24,1020,Product_36,5,Clothing,219,102.5,6.0,Yes,No,38.9,5,12,2022,222,21100.65
2022-02-25,1053,Product_59,8,Clothing,324,149.18,18.8,Yes,No,20.7,4,2,2022,300,39247.47
2022-03-24,1036,Product_21,5,Home,258,255.74,29.3,No,No,18.3,3,3,2022,292,46648.51
2023-07-14,1099,Product_55,5,Clothing,405,245.92,26.0,No,No,13.2,4,7,2023,475,73702.22
2025-11-30,1047,Product_3,7,Clothing,288,302.42,8.4,No,No,1.1,6,11,2025,383,79780.82
2022-03-15,1095,Product_30,8,Clothing,184,221.54,12.2,No,Yes,25.9,1,3,2022,164,35790.23
2023-07-08,1066,Product_48,5,Grocery,724,460.14,38.8,Yes,No,14.4,5,7,2023,444,203882.51
2022-06-13,1004,Product_32,4,Electronics,251,420.77,17.9,Yes,No,37.1,0,6,2022,204,86708.49
2025-10-29,1020,Product_56,6,Clothing,398,440.16,1.8,No,Yes,38.4,2,10,2025,381,172030.37
2024-10-09,1070,Product_19,1,Toys,298,316.61,8.8,No,No,29.5,2,10,2024,489,86047.0
2025-02-18,1054,Product_2,7,Electronics,697,319.33,13.7,Yes,Yes,5.9,1,2,2025,406,192080.51
